agent_id,year,total_work_hours,starting_date,total_commission
291,2011,1572,5/7/1990,2594
291,2012,452,5/7/1990,627
291,2013,1836,5/7/1990,3989
291,2014,125,5/7/1990,155
291,2015,1743,5/7/1990,4550
291,2016,1670,5/7/1990,5311
291,2017,1690,5/7/1990,7574
292,2017,883,21/1/2017,3988
293,1990,345,21/5/1990,591
293,1991,1800,21/5/1990,3145
293,1992,216,21/5/1990,464
293,1993,1866,21/5/1990,6035
293,1994,1524,21/5/1990,6329
293,1995,1018,21/5/1990,2467
293,1996,503,21/5/1990,1201
293,1997,1835,21/5/1990,3301
293,1998,151,21/5/1990,340
293,1999,850,21/5/1990,2049
293,2000,1205,21/5/1990,2555
293,2001,296,21/5/1990,789
293,2002,416,21/5/1990,908
293,2003,1154,21/5/1990,2633
293,2004,1564,21/5/1990,4028
293,2005,1295,21/5/1990,3079
293,2006,1477,21/5/1990,3358
293,2007,1523,21/5/1990,4781
293,2008,979,21/5/1990,4147
293,2009,1325,21/5/1990,6054
293,2010,1132,21/5/1990,3119
293,2011,1660,21/5/1990,8062
293,2012,1231,21/5/1990,5161
293,2013,1639,21/5/1990,5481
293,2014,695,21/5/1990,886
293,2015,914,21/5/1990,3793
293,2016,720,21/5/1990,2679
293,2017,419,21/5/1990,945
294,2002,131,20/9/2002,525
294,2003,572,20/9/2002,632
294,2004,532,20/9/2002,1536
294,2005,854,20/9/2002,1270
294,2006,1546,20/9/2002,2612
294,2007,1056,20/9/2002,2644
294,2008,124,20/9/2002,184
294,2009,1430,20/9/2002,3515
294,2010,1630,20/9/2002,8139
294,2011,522,20/9/2002,1752
294,2012,1331,20/9/2002,3437
294,2013,1534,20/9/2002,6230
294,2014,1374,20/9/2002,1878
294,2015,741,20/9/2002,2515
294,2016,575,20/9/2002,829
294,2017,1171,20/9/2002,3772
295,2007,537,10/5/2007,2011
295,2008,1449,10/5/2007,5590
295,2009,804,10/5/2007,3818
295,2010,1818,10/5/2007,5803
295,2011,1537,10/5/2007,3497
295,2012,207,10/5/2007,654
295,2013,572,10/5/2007,2664
295,2014,851,10/5/2007,2669
295,2015,1107,10/5/2007,5268
295,2016,166,10/5/2007,720
295,2017,1254,10/5/2007,4025
296,1991,147,9/12/1991,706
296,1992,1098,9/12/1991,4069
296,1993,1616,9/12/1991,7669
296,1994,985,9/12/1991,1491
296,1995,1238,9/12/1991,1813
296,1996,836,9/12/1991,3042
296,1997,199,9/12/1991,292
296,1998,1080,9/12/1991,3576
296,1999,610,9/12/1991,1516
296,2000,505,9/12/1991,736
296,2001,1182,9/12/1991,3811
296,2002,1389,9/12/1991,2984
296,2003,1139,9/12/1991,1480
296,2004,289,9/12/1991,1173
296,2005,542,9/12/1991,2558
296,2006,546,9/12/1991,2299
296,2007,1804,9/12/1991,3765
296,2008,1764,9/12/1991,7086
296,2009,313,9/12/1991,1234
296,2010,480,9/12/1991,1302
296,2011,296,9/12/1991,667
296,2012,1736,9/12/1991,3991
296,2013,972,9/12/1991,2146
296,2014,1333,9/12/1991,3277
296,2015,574,9/12/1991,2532
296,2016,1863,9/12/1991,2984
296,2017,1040,9/12/1991,4136
297,2012,286,28/10/2012,461
297,2013,631,28/10/2012,1605
297,2014,115,28/10/2012,552
297,2015,285,28/10/2012,431
297,2016,212,28/10/2012,645
297,2017,246,28/10/2012,299
298,1993,1402,16/3/1993,5498
298,1994,1429,16/3/1993,5155
298,1995,770,16/3/1993,966
298,1996,1246,16/3/1993,2332
298,1997,184,16/3/1993,679
298,1998,1736,16/3/1993,6068
298,1999,686,16/3/1993,1353
298,2000,599,16/3/1993,2653
298,2001,781,16/3/1993,1237
298,2002,1681,16/3/1993,4495
298,2003,1903,16/3/1993,5633
298,2004,290,16/3/1993,1154
298,2005,947,16/3/1993,3804
298,2006,672,16/3/1993,2392
298,2007,181,16/3/1993,716
298,2008,687,16/3/1993,802
298,2009,1456,16/3/1993,5158
298,2010,1786,16/3/1993,7655
298,2011,1633,16/3/1993,7760
298,2012,1796,16/3/1993,4298
298,2013,1170,16/3/1993,2258
298,2014,858,16/3/1993,4279
298,2015,600,16/3/1993,2612
298,2016,766,16/3/1993,1361
298,2017,954,16/3/1993,2389
299,2002,61,9/11/2002,106
299,2003,269,9/11/2002,836
299,2004,1399,9/11/2002,6741
299,2005,1555,9/11/2002,7669
299,2006,817,9/11/2002,1188
299,2007,683,9/11/2002,3252
299,2008,1801,9/11/2002,6420
299,2009,1791,9/11/2002,3719
299,2010,943,9/11/2002,2363
299,2011,169,9/11/2002,335
299,2012,280,9/11/2002,1332
299,2013,1699,9/11/2002,3369
299,2014,548,9/11/2002,1624
299,2015,1474,9/11/2002,6852
299,2016,679,9/11/2002,2258
299,2017,1179,9/11/2002,3030
300,2008,187,11/5/2008,356
300,2009,649,11/5/2008,1063
300,2010,1017,11/5/2008,4772
300,2011,1032,11/5/2008,3368
300,2012,579,11/5/2008,2331
300,2013,1441,11/5/2008,5479
300,2014,1061,11/5/2008,2056
300,2015,1233,11/5/2008,4164
300,2016,1483,11/5/2008,5939
300,2017,729,11/5/2008,1339
301,2006,528,9/3/2006,1331
301,2007,268,9/3/2006,1055
301,2008,1342,9/3/2006,3304
301,2009,1208,9/3/2006,1326
301,2010,1613,9/3/2006,7523
301,2011,1391,9/3/2006,4370
301,2012,1483,9/3/2006,7226
301,2013,287,9/3/2006,967
301,2014,1279,9/3/2006,2900
301,2015,1085,9/3/2006,4723
301,2016,386,9/3/2006,1419
301,2017,980,9/3/2006,3276
302,1990,460,25/8/1990,1485
302,1991,283,25/8/1990,744
302,1992,1261,25/8/1990,2644
302,1993,287,25/8/1990,670
302,1994,263,25/8/1990,283
302,1995,1308,25/8/1990,3399
302,1996,108,25/8/1990,337
302,1997,1257,25/8/1990,5987
302,1998,851,25/8/1990,4099
302,1999,811,25/8/1990,3952
302,2000,917,25/8/1990,1789
302,2001,1176,25/8/1990,1602
302,2002,112,25/8/1990,150
302,2003,969,25/8/1990,4110
302,2004,427,25/8/1990,1139
302,2005,1773,25/8/1990,3940
302,2006,642,25/8/1990,2312
302,2007,469,25/8/1990,2232
302,2008,1131,25/8/1990,3380
302,2009,1733,25/8/1990,2968
302,2010,1272,25/8/1990,3505
302,2011,408,25/8/1990,1939
302,2012,1357,25/8/1990,2653
302,2013,1108,25/8/1990,1377
302,2014,1137,25/8/1990,4939
302,2015,1428,25/8/1990,3512
302,2016,606,25/8/1990,1716
302,2017,1667,25/8/1990,6589
303,2000,1407,22/3/2000,4771
303,2001,348,22/3/2000,853
303,2002,1901,22/3/2000,4143
303,2003,1652,22/3/2000,3878
303,2004,1127,22/3/2000,1428
303,2005,497,22/3/2000,1995
303,2006,1822,22/3/2000,5928
303,2007,1581,22/3/2000,1646
303,2008,945,22/3/2000,3318
303,2009,1178,22/3/2000,4335
303,2010,1704,22/3/2000,6499
303,2011,1740,22/3/2000,2346
303,2012,271,22/3/2000,686
303,2013,1476,22/3/2000,1551
303,2014,1600,22/3/2000,3974
303,2015,420,22/3/2000,859
303,2016,1046,22/3/2000,1328
303,2017,557,22/3/2000,670
304,1997,142,25/9/1997,378
304,1998,1093,25/9/1997,2142
304,1999,1785,25/9/1997,7105
304,2000,1377,25/9/1997,3621
304,2001,1821,25/9/1997,8077
304,2002,1346,25/9/1997,2223
304,2003,629,25/9/1997,1232
304,2004,1203,25/9/1997,5091
304,2005,896,25/9/1997,2850
304,2006,1769,25/9/1997,6824
304,2007,1687,25/9/1997,6159
304,2008,752,25/9/1997,2998
304,2009,1536,25/9/1997,7482
304,2010,1326,25/9/1997,2758
304,2011,197,25/9/1997,766
304,2012,937,25/9/1997,1162
304,2013,517,25/9/1997,1162
304,2014,855,25/9/1997,4169
304,2015,460,25/9/1997,1225
304,2016,1829,25/9/1997,4304
304,2017,111,25/9/1997,231
305,2015,502,4/5/2015,2242
305,2016,1422,4/5/2015,3245
305,2017,759,4/5/2015,2277
306,2016,903,21/2/2016,1469
306,2017,614,21/2/2016,681
307,2007,540,1/4/2007,1523
307,2008,580,1/4/2007,1194
307,2009,198,1/4/2007,739
307,2010,552,1/4/2007,669
307,2011,252,1/4/2007,908
307,2012,1446,1/4/2007,1903
307,2013,605,1/4/2007,2105
307,2014,1686,1/4/2007,4254
307,2015,587,1/4/2007,2102
307,2016,252,1/4/2007,665
307,2017,1058,1/4/2007,3574
308,2001,152,25/12/2001,433
308,2002,670,25/12/2001,3159
308,2003,230,25/12/2001,244
308,2004,213,25/12/2001,612
308,2005,872,25/12/2001,1116
308,2006,447,25/12/2001,1638
308,2007,706,25/12/2001,2769
308,2008,965,25/12/2001,1307
308,2009,1830,25/12/2001,7208
308,2010,869,25/12/2001,1819
308,2011,328,25/12/2001,412
308,2012,1790,25/12/2001,8509
308,2013,1378,25/12/2001,6863
308,2014,503,25/12/2001,2253
308,2015,1027,25/12/2001,3256
308,2016,1258,25/12/2001,5685
308,2017,113,25/12/2001,270
309,1993,565,6/9/1993,2280
309,1994,317,6/9/1993,1113
309,1995,1745,6/9/1993,3907
309,1996,658,6/9/1993,2922
309,1997,1438,6/9/1993,5431
309,1998,1755,6/9/1993,2524
309,1999,665,6/9/1993,1677
309,2000,167,6/9/1993,570
309,2001,208,6/9/1993,257
309,2002,297,6/9/1993,483
309,2003,747,6/9/1993,3177
309,2004,1471,6/9/1993,5349
309,2005,1614,6/9/1993,7679
309,2006,390,6/9/1993,1358
309,2007,1193,6/9/1993,3521
309,2008,1884,6/9/1993,6106
309,2009,833,6/9/1993,1765
309,2010,292,6/9/1993,472
309,2011,1274,6/9/1993,5340
309,2012,1389,6/9/1993,4342
309,2013,1580,6/9/1993,1945
309,2014,1231,6/9/1993,2325
309,2015,1157,6/9/1993,2960
309,2016,1092,6/9/1993,2588
309,2017,1413,6/9/1993,2698
310,1992,449,2/8/1992,2157
310,1993,360,2/8/1992,1119
310,1994,198,2/8/1992,358
310,1995,1821,2/8/1992,3088
310,1996,157,2/8/1992,521
310,1997,331,2/8/1992,1364
310,1998,418,2/8/1992,1210
310,1999,1139,2/8/1992,3110
310,2000,630,2/8/1992,1501
310,2001,1300,2/8/1992,5102
310,2002,1651,2/8/1992,5142
310,2003,1151,2/8/1992,4855
310,2004,1597,2/8/1992,1606
310,2005,1458,2/8/1992,2190
310,2006,113,2/8/1992,411
310,2007,1873,2/8/1992,4509
310,2008,557,2/8/1992,2360
310,2009,217,2/8/1992,511
310,2010,656,2/8/1992,1051
310,2011,945,2/8/1992,2416
310,2012,1042,2/8/1992,5174
310,2013,1880,2/8/1992,7345
310,2014,632,2/8/1992,1584
310,2015,126,2/8/1992,199
310,2016,1302,2/8/1992,5592
310,2017,444,2/8/1992,847
311,2012,132,18/4/2012,398
311,2013,272,18/4/2012,1328
311,2014,129,18/4/2012,312
311,2015,887,18/4/2012,1174
311,2016,1272,18/4/2012,5055
311,2017,1575,18/4/2012,5404
312,2007,411,15/9/2007,558
312,2008,1133,15/9/2007,4230
312,2009,1551,15/9/2007,2915
312,2010,193,15/9/2007,288
312,2011,1443,15/9/2007,4487
312,2012,813,15/9/2007,4040
312,2013,1256,15/9/2007,1821
312,2014,503,15/9/2007,2300
312,2015,174,15/9/2007,394
312,2016,1420,15/9/2007,6075
312,2017,1027,15/9/2007,4815
313,2009,704,24/8/2009,1117
313,2010,360,24/8/2009,1202
313,2011,492,24/8/2009,1599
313,2012,1006,24/8/2009,2174
313,2013,215,24/8/2009,365
313,2014,777,24/8/2009,3752
313,2015,583,24/8/2009,1219
313,2016,1820,24/8/2009,8251
313,2017,976,24/8/2009,1162
314,2005,443,4/8/2005,1582
314,2006,452,4/8/2005,1627
314,2007,1763,4/8/2005,1884
314,2008,1554,4/8/2005,7419
314,2009,1143,4/8/2005,3293
314,2010,1908,4/8/2005,7374
314,2011,1256,4/8/2005,1851
314,2012,283,4/8/2005,1264
314,2013,316,4/8/2005,1239
314,2014,1601,4/8/2005,6140
314,2015,1690,4/8/2005,3378
314,2016,634,4/8/2005,1016
314,2017,1074,4/8/2005,1624
315,1998,481,26/9/1998,998
315,1999,437,26/9/1998,623
315,2000,709,26/9/1998,2967
315,2001,206,26/9/1998,227
315,2002,1643,26/9/1998,3578
315,2003,1626,26/9/1998,3463
315,2004,967,26/9/1998,1509
315,2005,260,26/9/1998,527
315,2006,317,26/9/1998,423
315,2007,919,26/9/1998,2925
315,2008,1585,26/9/1998,5718
315,2009,1857,26/9/1998,8064
315,2010,1085,26/9/1998,3074
315,2011,1307,26/9/1998,2887
315,2012,1208,26/9/1998,1914
315,2013,460,26/9/1998,1781
315,2014,1578,26/9/1998,3364
315,2015,1643,26/9/1998,5541
315,2016,1708,26/9/1998,2077
315,2017,882,26/9/1998,934
316,2010,1099,26/5/2010,1794
316,2011,1138,26/5/2010,1378
316,2012,1341,26/5/2010,4444
316,2013,147,26/5/2010,168
316,2014,1618,26/5/2010,6267
316,2015,1571,26/5/2010,2366
316,2016,723,26/5/2010,2290
316,2017,1258,26/5/2010,5587
317,2017,562,28/3/2017,2301
318,2005,124,26/12/2005,447
318,2006,306,26/12/2005,381
318,2007,663,26/12/2005,3275
318,2008,973,26/12/2005,1356
318,2009,344,26/12/2005,1000
318,2010,708,26/12/2005,1755
318,2011,1853,26/12/2005,2826
318,2012,672,26/12/2005,1240
318,2013,1773,26/12/2005,3843
318,2014,1112,26/12/2005,4568
318,2015,755,26/12/2005,1332
318,2016,154,26/12/2005,321
318,2017,337,26/12/2005,1367
319,2011,848,15/3/2011,1428
319,2012,753,15/3/2011,2881
319,2013,1548,15/3/2011,4608
319,2014,909,15/3/2011,3084
319,2015,1766,15/3/2011,4683
319,2016,465,15/3/2011,1143
319,2017,483,15/3/2011,2058
320,1994,70,20/11/1994,191
320,1995,1491,20/11/1994,2004
320,1996,1822,20/11/1994,7488
320,1997,370,20/11/1994,1260
320,1998,753,20/11/1994,3065
320,1999,1642,20/11/1994,5823
320,2000,1732,20/11/1994,2713
320,2001,1038,20/11/1994,1993
320,2002,288,20/11/1994,1319
320,2003,776,20/11/1994,1665
320,2004,1438,20/11/1994,1502
320,2005,114,20/11/1994,340
320,2006,416,20/11/1994,1268
320,2007,1150,20/11/1994,2692
320,2008,1326,20/11/1994,4091
320,2009,110,20/11/1994,193
320,2010,1063,20/11/1994,4814
320,2011,1707,20/11/1994,5920
320,2012,593,20/11/1994,2164
320,2013,1107,20/11/1994,3355
320,2014,1627,20/11/1994,2127
320,2015,867,20/11/1994,3328
320,2016,891,20/11/1994,1565
320,2017,680,20/11/1994,2823
321,2010,1152,10/3/2010,4520
321,2011,320,10/3/2010,713
321,2012,1754,10/3/2010,6390
321,2013,1278,10/3/2010,5862
321,2014,1853,10/3/2010,6209
321,2015,492,10/3/2010,1553
321,2016,404,10/3/2010,637
321,2017,151,10/3/2010,321
322,1992,915,1/2/1992,1780
322,1993,656,1/2/1992,2272
322,1994,811,1/2/1992,2464
322,1995,1083,1/2/1992,1718
322,1996,1042,1/2/1992,4825
322,1997,1084,1/2/1992,4371
322,1998,605,1/2/1992,2383
322,1999,1674,1/2/1992,7066
322,2000,730,1/2/1992,2258
322,2001,1359,1/2/1992,4916
322,2002,1094,1/2/1992,3017
322,2003,710,1/2/1992,1799
322,2004,552,1/2/1992,1571
322,2005,663,1/2/1992,1797
322,2006,950,1/2/1992,1190
322,2007,1217,1/2/1992,2533
322,2008,1000,1/2/1992,4919
322,2009,1187,1/2/1992,5515
322,2010,185,1/2/1992,589
322,2011,550,1/2/1992,581
322,2012,1168,1/2/1992,3159
322,2013,1722,1/2/1992,4230
322,2014,1164,1/2/1992,2930
322,2015,112,1/2/1992,369
322,2016,345,1/2/1992,390
322,2017,1625,1/2/1992,6603
323,2010,1429,26/4/2010,1865
323,2011,193,26/4/2010,578
323,2012,857,26/4/2010,4135
323,2013,1433,26/4/2010,3363
323,2014,426,26/4/2010,1865
323,2015,251,26/4/2010,1083
323,2016,1868,26/4/2010,6544
323,2017,294,26/4/2010,1207
324,1991,763,3/2/1991,1905
324,1992,882,3/2/1991,1294
324,1993,469,3/2/1991,1092
324,1994,588,3/2/1991,1969
324,1995,844,3/2/1991,1920
324,1996,773,3/2/1991,1298
324,1997,838,3/2/1991,2232
324,1998,1228,3/2/1991,2623
324,1999,1421,3/2/1991,7063
324,2000,1066,3/2/1991,1299
324,2001,1346,3/2/1991,6539
324,2002,1634,3/2/1991,3057
324,2003,595,3/2/1991,907
324,2004,1439,3/2/1991,6072
324,2005,1693,3/2/1991,7794
324,2006,1370,3/2/1991,6331
324,2007,1875,3/2/1991,2560
324,2008,1665,3/2/1991,3704
324,2009,1020,3/2/1991,3566
324,2010,1038,3/2/1991,2109
324,2011,1843,3/2/1991,5712
324,2012,1009,3/2/1991,3152
324,2013,1819,3/2/1991,4997
324,2014,304,3/2/1991,669
324,2015,1514,3/2/1991,6220
324,2016,1763,3/2/1991,1768
324,2017,473,3/2/1991,487
325,2014,51,23/12/2014,173
325,2015,255,23/12/2014,424
325,2016,1880,23/12/2014,8887
325,2017,1499,23/12/2014,2046
326,1991,40,18/12/1991,158
326,1992,267,18/12/1991,1024
326,1993,432,18/12/1991,790
326,1994,1707,18/12/1991,7374
326,1995,737,18/12/1991,1487
326,1996,1791,18/12/1991,6623
326,1997,1282,18/12/1991,4401
326,1998,486,18/12/1991,2289
326,1999,302,18/12/1991,769
326,2000,1740,18/12/1991,1939
326,2001,724,18/12/1991,3099
326,2002,1467,18/12/1991,4804
326,2003,1408,18/12/1991,4679
326,2004,1134,18/12/1991,2537
326,2005,309,18/12/1991,1522
326,2006,977,18/12/1991,4785
326,2007,400,18/12/1991,923
326,2008,813,18/12/1991,2454
326,2009,1705,18/12/1991,5196
326,2010,316,18/12/1991,1257
326,2011,1404,18/12/1991,3097
326,2012,880,18/12/1991,3212
326,2013,1644,18/12/1991,7855
326,2014,126,18/12/1991,163
326,2015,992,18/12/1991,1661
326,2016,480,18/12/1991,924
326,2017,1468,18/12/1991,6437
327,2017,121,19/12/2017,300
328,2017,269,15/11/2017,1158
329,1999,1287,7/3/1999,2679
329,2000,339,7/3/1999,439
329,2001,1369,7/3/1999,4084
329,2002,930,7/3/1999,3466
329,2003,381,7/3/1999,1813
329,2004,635,7/3/1999,820
329,2005,1094,7/3/1999,1688
329,2006,639,7/3/1999,3127
329,2007,1562,7/3/1999,7496
329,2008,966,7/3/1999,4060
329,2009,1763,7/3/1999,6283
329,2010,964,7/3/1999,1809
329,2011,1383,7/3/1999,4521
329,2012,114,7/3/1999,283
329,2013,1055,7/3/1999,3142
329,2014,1839,7/3/1999,7323
329,2015,234,7/3/1999,393
329,2016,737,7/3/1999,1182
329,2017,1109,7/3/1999,1567
330,2012,44,22/12/2012,85
330,2013,473,22/12/2012,2348
330,2014,778,22/12/2012,3774
330,2015,1458,22/12/2012,6583
330,2016,1536,22/12/2012,3266
330,2017,1203,22/12/2012,1404
331,2006,656,24/8/2006,1369
331,2007,186,24/8/2006,350
331,2008,520,24/8/2006,643
331,2009,1085,24/8/2006,4431
331,2010,859,24/8/2006,3653
331,2011,659,24/8/2006,2363
331,2012,1231,24/8/2006,1862
331,2013,1246,24/8/2006,2012
331,2014,1361,24/8/2006,3995
331,2015,979,24/8/2006,1965
331,2016,1749,24/8/2006,3331
331,2017,1729,24/8/2006,5970
332,2000,873,15/6/2000,3966
332,2001,1506,15/6/2000,3090
332,2002,979,15/6/2000,1568
332,2003,1489,15/6/2000,4397
332,2004,550,15/6/2000,1405
332,2005,1115,15/6/2000,1656
332,2006,1779,15/6/2000,6490
332,2007,940,15/6/2000,2241
332,2008,1148,15/6/2000,5137
332,2009,831,15/6/2000,1538
332,2010,1573,15/6/2000,5481
332,2011,1425,15/6/2000,4819
332,2012,234,15/6/2000,378
332,2013,608,15/6/2000,1311
332,2014,472,15/6/2000,2311
332,2015,438,15/6/2000,1348
332,2016,1454,15/6/2000,6106
332,2017,1551,15/6/2000,5519
333,1991,195,4/8/1991,624
333,1992,1694,4/8/1991,3569
333,1993,1350,4/8/1991,2154
333,1994,789,4/8/1991,3434
333,1995,1747,4/8/1991,3080
333,1996,707,4/8/1991,1926
333,1997,381,4/8/1991,1405
333,1998,693,4/8/1991,2430
333,1999,1502,4/8/1991,5023
333,2000,425,4/8/1991,791
333,2001,805,4/8/1991,2307
333,2002,1122,4/8/1991,4982
333,2003,1245,4/8/1991,2033
333,2004,1833,4/8/1991,7730
333,2005,106,4/8/1991,243
333,2006,141,4/8/1991,405
333,2007,327,4/8/1991,1227
333,2008,1193,4/8/1991,3059
333,2009,1576,4/8/1991,5080
333,2010,1533,4/8/1991,4395
333,2011,472,4/8/1991,1093
333,2012,298,4/8/1991,1356
333,2013,1521,4/8/1991,5738
333,2014,305,4/8/1991,499
333,2015,585,4/8/1991,1420
333,2016,720,4/8/1991,3097
333,2017,157,4/8/1991,779
334,2004,100,3/12/2004,252
334,2005,1004,3/12/2004,2571
334,2006,1814,3/12/2004,5171
334,2007,292,3/12/2004,940
334,2008,766,3/12/2004,3152
334,2009,166,3/12/2004,811
334,2010,681,3/12/2004,1539
334,2011,522,3/12/2004,1786
334,2012,97,3/12/2004,402
334,2013,1767,3/12/2004,8108
334,2014,1333,3/12/2004,5703
334,2015,442,3/12/2004,1051
334,2016,1332,3/12/2004,3066
334,2017,249,3/12/2004,533
335,2007,995,4/5/2007,3756
335,2008,1572,4/5/2007,2751
335,2009,1318,4/5/2007,5926
335,2010,1018,4/5/2007,4000
335,2011,1106,4/5/2007,2858
335,2012,631,4/5/2007,882
335,2013,631,4/5/2007,1206
335,2014,293,4/5/2007,667
335,2015,1442,4/5/2007,3673
335,2016,1544,4/5/2007,5615
335,2017,140,4/5/2007,448
336,1995,165,7/8/1995,433
336,1996,529,7/8/1995,1813
336,1997,788,7/8/1995,3008
336,1998,407,7/8/1995,1848
336,1999,1073,7/8/1995,3364
336,2000,473,7/8/1995,571
336,2001,1455,7/8/1995,4824
336,2002,137,7/8/1995,389
336,2003,1212,7/8/1995,3570
336,2004,1218,7/8/1995,5039
336,2005,687,7/8/1995,2526
336,2006,1571,7/8/1995,5317
336,2007,431,7/8/1995,846
336,2008,1560,7/8/1995,7549
336,2009,131,7/8/1995,361
336,2010,1840,7/8/1995,7990
336,2011,1885,7/8/1995,8047
336,2012,235,7/8/1995,539
336,2013,1907,7/8/1995,4761
336,2014,1338,7/8/1995,3098
336,2015,727,7/8/1995,2297
336,2016,1772,7/8/1995,5720
336,2017,884,7/8/1995,4171
337,1991,587,12/7/1991,1026
337,1992,911,12/7/1991,1962
337,1993,1175,12/7/1991,3387
337,1994,406,12/7/1991,685
337,1995,224,12/7/1991,348
337,1996,676,12/7/1991,2818
337,1997,1150,12/7/1991,3685
337,1998,1746,12/7/1991,5743
337,1999,1481,12/7/1991,5284
337,2000,1101,12/7/1991,2171
337,2001,1158,12/7/1991,2275
337,2002,1314,12/7/1991,5600
337,2003,522,12/7/1991,820
337,2004,991,12/7/1991,1006
337,2005,951,12/7/1991,969
337,2006,525,12/7/1991,1185
337,2007,212,12/7/1991,642
337,2008,1557,12/7/1991,6407
337,2009,1449,12/7/1991,5906
337,2010,1396,12/7/1991,5865
337,2011,286,12/7/1991,672
337,2012,436,12/7/1991,1415
337,2013,606,12/7/1991,2497
337,2014,721,12/7/1991,2843
337,2015,1688,12/7/1991,5197
337,2016,269,12/7/1991,761
337,2017,1593,12/7/1991,7762
338,2004,1812,8/1/2004,7099
338,2005,1401,8/1/2004,6611
338,2006,1889,8/1/2004,2334
338,2007,1382,8/1/2004,1426
338,2008,172,8/1/2004,712
338,2009,1417,8/1/2004,3131
338,2010,1249,8/1/2004,2044
338,2011,1746,8/1/2004,2408
338,2012,199,8/1/2004,309
338,2013,1126,8/1/2004,1605
338,2014,1298,8/1/2004,2457
338,2015,1753,8/1/2004,3373
338,2016,622,8/1/2004,2984
338,2017,438,8/1/2004,801
339,2000,77,23/11/2000,213
339,2001,1643,23/11/2000,6537
339,2002,1468,23/11/2000,3014
339,2003,167,23/11/2000,755
339,2004,1397,23/11/2000,6214
339,2005,658,23/11/2000,3260
339,2006,1661,23/11/2000,5397
339,2007,1643,23/11/2000,7579
339,2008,1609,23/11/2000,3714
339,2009,546,23/11/2000,1438
339,2010,676,23/11/2000,2661
339,2011,835,23/11/2000,1332
339,2012,112,23/11/2000,402
339,2013,219,23/11/2000,254
339,2014,944,23/11/2000,4103
339,2015,147,23/11/2000,251
339,2016,1157,23/11/2000,2017
339,2017,721,23/11/2000,1903
340,1994,149,23/11/1994,497
340,1995,807,23/11/1994,1303
340,1996,1747,23/11/1994,6411
340,1997,229,23/11/1994,682
340,1998,920,23/11/1994,3004
340,1999,418,23/11/1994,516
340,2000,489,23/11/1994,2318
340,2001,1309,23/11/1994,6240
340,2002,1293,23/11/1994,4520
340,2003,939,23/11/1994,3107
340,2004,1430,23/11/1994,6974
340,2005,136,23/11/1994,640
340,2006,686,23/11/1994,1842
340,2007,199,23/11/1994,681
340,2008,902,23/11/1994,3999
340,2009,1702,23/11/1994,5769
340,2010,998,23/11/1994,1180
340,2011,1667,23/11/1994,4801
340,2012,1061,23/11/1994,1550
340,2013,119,23/11/1994,403
340,2014,130,23/11/1994,281
340,2015,1840,23/11/1994,2326
340,2016,928,23/11/1994,2976
340,2017,1389,23/11/1994,4632
341,1997,606,1/2/1997,1560
341,1998,1574,1/2/1997,7692
341,1999,197,1/2/1997,353
341,2000,1493,1/2/1997,4364
341,2001,1324,1/2/1997,3647
341,2002,1052,1/2/1997,2627
341,2003,261,1/2/1997,290
341,2004,1116,1/2/1997,4737
341,2005,500,1/2/1997,1934
341,2006,891,1/2/1997,2002
341,2007,517,1/2/1997,653
341,2008,1347,1/2/1997,2216
341,2009,810,1/2/1997,2325
341,2010,1027,1/2/1997,4019
341,2011,1360,1/2/1997,2185
341,2012,1916,1/2/1997,7731
341,2013,735,1/2/1997,1230
341,2014,1570,1/2/1997,1758
341,2015,1230,1/2/1997,2480
341,2016,843,1/2/1997,870
341,2017,174,1/2/1997,300
342,2017,56,10/8/2017,218
343,2009,1546,9/3/2009,5218
343,2010,1143,9/3/2009,2134
343,2011,1152,9/3/2009,4306
343,2012,1315,9/3/2009,4538
343,2013,1598,9/3/2009,5172
343,2014,1079,9/3/2009,3026
343,2015,527,9/3/2009,1402
343,2016,641,9/3/2009,1638
343,2017,777,9/3/2009,3069
344,1995,703,2/4/1995,1441
344,1996,242,2/4/1995,494
344,1997,1597,2/4/1995,4737
344,1998,967,2/4/1995,2233
344,1999,583,2/4/1995,2162
344,2000,1343,2/4/1995,4318
344,2001,1257,2/4/1995,4012
344,2002,627,2/4/1995,1440
344,2003,944,2/4/1995,1590
344,2004,1606,2/4/1995,6308
344,2005,1209,2/4/1995,4396
344,2006,1076,2/4/1995,1373
344,2007,668,2/4/1995,1575
344,2008,1107,2/4/1995,5313
344,2009,792,2/4/1995,1374
344,2010,926,2/4/1995,2747
344,2011,1890,2/4/1995,6208
344,2012,1437,2/4/1995,3414
344,2013,182,2/4/1995,764
344,2014,1544,2/4/1995,4905
344,2015,277,2/4/1995,793
344,2016,166,2/4/1995,414
344,2017,930,2/4/1995,2799
345,2010,1333,24/3/2010,3705
345,2011,1126,24/3/2010,3703
345,2012,1187,24/3/2010,3543
345,2013,121,24/3/2010,379
345,2014,454,24/3/2010,740
345,2015,342,24/3/2010,1533
345,2016,1745,24/3/2010,2365
345,2017,1915,24/3/2010,7125
346,2005,168,14/10/2005,262
346,2006,591,14/10/2005,2923
346,2007,474,14/10/2005,2243
346,2008,571,14/10/2005,2719
346,2009,1558,14/10/2005,1644
346,2010,1030,14/10/2005,1094
346,2011,1072,14/10/2005,2891
346,2012,1180,14/10/2005,2640
346,2013,1498,14/10/2005,1820
346,2014,243,14/10/2005,622
